"ID","Event","Type","Year","Date","Speaker","Affiliation","Title","Slides","Video","Abstract"
"rinpharma_52","2018 Conference","Talk","2018","2018-08-16","Marc Gastonquay","Metrum Research Group","R as the Core Technology to Support Modeling and Simulation in Pharma Research, Development, and Post Approval Activities","https://github.com/rinpharma/2018_presentations/blob/master/talks_folder/2018-Gastonguay-Modeling_and_Simulation_in_Pharma.pdf","","Since its foundation in 2004, Metrum Research Group has relied on R as the core technology and central framework for all of the company’s biomedical modeling and simulation (M&S) service activities, spanning more than 475 projects with 150+ different sponsors. Projects include pharmacokinetic-pharmacodynamic modeling, quantitative systems pharmacology models, simulation-based trial design evaluations, disease progression and patient population modeling, model-based meta analysis of competitor data, model-based comparative effectiveness assessments, and data management activities, etc., all within a regulated environment. Analyses were conducted in R or via other software tools which are managed via R scripts, functions, or packages. Key deliverables of M&S projects are routinely provided as R packages or interactive simulation applications, driven by R (and R Shiny). R has also been an essential component of Metrum’s vision for Open Science in biomedical M&S, allowing for accessibility and reproducibility of platform models developed for multiple disease areas."
"rinpharma_53","2018 Conference","Talk","2018","2018-08-16","Olga Vitek","Northeastern University","Building a community of competent developers and users of R-based tools in mass spectrometry-based research","https://github.com/rinpharma/2018_presentations/blob/master/talks_folder/2018-Vitek-R_Based_Tools_in_Mass_Spectrometry_Research.pdf","","The R-based ecosystem, and its open-source methods for data manipulation, modeling and interpretation, is key for effective and reproducible research. This is certainly true in experiments relying on quantitative mass spectrometry. This relatively new and rapidly evolving field must overcome many sources of unwanted variation. It has many unsolved challenges, both in the appropriate use of the existing methods and tools, and in developing methods that address specialized problems. This talk will illustrate our R-based efforts to promote sound statistical practice, and build a community of competent practitioners. First, we will present Cardinal, a comprehensive tool for quantitative mass spectrometry-based imaging, as well as MSstats, a general but flexible framework for mass spectrometry-based proteomics. We will highlight the importance of these tools for pharmaceutical research in an example of statistical characterization of therapeutic protein modifications. Second, we will detail our efforts of building a community of competent users through a world-wide series of short courses, intended for experimentalists and computational scientists alike."
"rinpharma_54","2018 Conference","Talk","2018","2018-08-16","Daniel Lee","Generable","Bayesian Models for Smaller Trial Sizes","https://github.com/rinpharma/2018_presentations/blob/master/talks_folder/2018-Lee-Bayesian_models_for_smaller_trial_sizes.pdf","","Precision medicine typically refers to the development of drugs and other interventions for individual patients. But how do you assess efficacy and make predictions in this extreme small data regime? The Bayesian framework is ideal for this type of inference as it allows us to combine population and personal effects in a principled way and make predictions for both groups and individuals. The inferences are further improved when we introduce mechanistically inspired components into the modeling framework. I’ll talk about building pharma models in the small data regime and how we use Stan (a statistical modeling language for Bayesian inference) with R for analysis."
"rinpharma_55","2018 Conference","Talk","2018","2018-08-16","Jay Timmerman","Covance","Enhance R Overview","https://github.com/rinpharma/2018_presentations/blob/master/talks_folder/2018-Timmerman-Enhance_R.pptx","","Recruitment models for clinical trials are notoriously difficult to build due to many complex factors within a study. With input from experienced practitioners, we have built an interactive tool to allow individuals to build complex recruitment models using the R/Shiny framework. The Tool Enhance R, our platform for study modeling, was ported from an Excel-based tool to the R/Shiny platform to increase model development speed, expand capability and drive transparency into model development. The tool allows users to specify critical model attributes (i.e. country site distribution, recruitment/activation rates, country-specific vacations), and provide instantaneous feedback that changes have on a model’s probability of success. Using the RStudio Connect platform, we are able to grant multi-level access to users through a single web interface. Model development is tracked by exporting results to a SharePoint site and logging versions for future review/auditing. This gives significant levels of transparency on how a model was created and evolved over time. For web analytics, we used Piwik, and internal web analytics platform, to monitor how users navigate through the platform and identify browsing behavior. The application was built upon the Shiny Dashboard framework and leverages many visualization packages, including Plotly, Timevis, ggplot2 and many more. Many challenges arose in its develop, from controlling over-zealous user clicks causing out of control execution, to integrating service account execution of apps to facilitate centralized data control. This project pushed the limits of what the R/Shiny platform is capable of and demonstrates how data scientists can build useful solutions."
"rinpharma_56","2018 Conference","Talk","2018","2018-08-16","Elma Zannatul Ferdousy, Katrina Paz and Nasser Al Ali","Roche / Genentech","The Magic R-Shiny App that can Boost your SDTM Usability and Viability while Saving Time","","","The United States Food and Drug Administration (FDA) requires that clinical trial data be submitted in the Study Data Tabulation Model (SDTM) standard format. The process of developing SDTM involves mapping captured raw data to their correspondent SDTM domains based on rules and conditions put by the Clinical Data Interchange Standards Consortium (CDISC) organization. SDTM data is further used for building the Analysis Data Model (ADaM) which is used for clinical trial statistical analysis. Mistakes in the mapping process are common due to the process complexities; issues that are missed may potentially affect the clinical trial result. Therefore, it is very essential to preserve the quality of the SDTM data. Currently, the main tool for checking SDTM conformance is Pinnacle21 (formerly known as OpenCDISC). Notably, there are usability and viability checks that are not included in Pinnacle21. This work describes the creation of an R shiny app to supplement the Pinnacle21 checks. This interactive app applies various CDISC-compliant SDTM data validation checks, and provides the user with a comprehensive report on possible inconsistencies in the data. The app would allow programmers to proactively find data mapping errors. In addition, it is straightforward to use and can save tremendous amounts of time. Additionally, this app’s audience extends beyond the programming community and covers other individuals who have an interest in data quality, particularly Data Managers and individuals in Clinical Science and Clinical Operations."
"rinpharma_57","2018 Conference","Talk","2018","2018-08-16","Joseph Gerrein","Eisai","Reproducible computational research at Eisai: leadership, technology, and culture","","","The pharmaceutical industry depends on accurate and reproducible data science for both preclinical and clinical analysis. Unfortunately, often an analysis cannot be reproduced and therefore its computational methodology and merit are unknown. Often, the data, code, or description of computational methods is not maintained. In order to implement good practices of reproducible computational research, the leadership of the company must invest time and resources into planning, training, ensuring adoption of common practices and tools, implementing documentation systems, encouraging discipline on the individual and group level, creating incentives, and requiring accountability. At Eisai, we have developed a working system for reproducible computational research that is enabled by leadership, technology, and culture. With regards to technology, we primarily use Rmarkdown and R Notebooks on an Rstudio server used by all our analysts. The Rstudio server is maintained by an administrator who installs packages for all users, creating a common package environment that ensures that code can be rerun in the future. Data and code are stored in a shared network drive and version control is accomplished by using Git. A wiki that is editable by all analysts is used to organize all analyses (tracked with unique analysis IDs) and provides links to code and results. With regards to culture, the leadership has promoted the values of quality and reproducibility. When yearly objectives are set, the performance criteria includes the creation of analysis documents (e.g. Rmarkdown reports), use of version control, and organization of data on shared network drives. Setting aside time for wiki documentation in the midst of high demands from project teams is helped by having periodic “documentation day” parties. To verify reproducibility, we have implemented ""witnessing"" once the analysis is finished, it is reviewed by an independent team member who officially signs off on the work, stating that the reproducibility criteria have been met. Our success in implementing reproducible computational research can serve as a model for other companies to use. Here we have provided a model based on leadership, technology, and culture."
"rinpharma_58","2018 Conference","Talk","2018","2018-08-16","Andy Nicholls","Glaxosmithkline","The Challenges of Validating R","https://github.com/rinpharma/2018_presentations/blob/master/talks_folder/2018-Nicholls-The_Challenges_of_Validating_R.pptx","","The first challenge in validating an analytic tool for the pharmaceutical industry is that, despite a formal FDA definition, there is still no cross-industry agreement on what 'validation' really means with respect to an analytic tool. AIMS (Application and Implementation of Methodologies in Statistics), a Special Interest Group within PSI have been attempting to answer this question with respect to R. In doing so we recently received approval from the R Consortium for an online R package validation repository and are now looking to formalise some early definitions. In this presentation I will walk through some of the challenges that we have identified thus far and outline what we're hoping to achieve with the platform."
"rinpharma_59","2019 Conference","Workshop","2019","2019-08-20","Joe Cheng","Rstudio","Shiny Reproducibility","https://github.com/jcheng5/rpharma-shinymeta-workshop","",""
"rinpharma_60","2019 Conference","Workshop","2019","2019-08-20","Andy Nicholls","Glaxosmithkline","R Validation Hub (past, current and future state)","https://github.com/pharmaR/rpharma2019","",""
"rinpharma_61","2019 Conference","Workshop","2019","2019-08-20","Leon Eyrich Jessen","Technical University of Denmark","Artificial neural networks in R with Keras and TensorFlow","https://github.com/leonjessen/RPharma2019","",""
"rinpharma_62","2019 Conference","Workshop","2019","2019-08-20","Max Kuhn","Rstudio","Machine learning","https://github.com/topepo/RPharma-2019-Workshop","",""
"rinpharma_63","2019 Conference","Workshop","2019","2019-08-20","Carson Sievert","Rstudio","plotly","https://github.com/cpsievert/tutorials/tree/master/20190821","",""
"rinpharma_64","2019 Conference","Workshop","2019","2019-08-20","Will Landau","Eli Lilly","Machine learning workflow management with drake","https://github.com/wlandau/learndrake","",""
"rinpharma_70","2019 Conference","Keynote","2019","2019-08-21","Garrett Grolemund","RStudio","Reproducibility and the role of code in reproducible data science","","",""
"rinpharma_71","2019 Conference","Talk","2019","2019-08-21","Elena Rantou","FDA","Using R for Generic Drug Evaluation and SABE R-package for Assessing Bioequivalence of Topical Dermatological Products","","","Determination of bioequivalence (BE), a crucial part of the evaluation of generic drugs, may depend on clinical endpoint studies, pharmacokinetic (PK) studies of bioavailability, and In-Vitro tests, among others. Additionally, in reviewing Abbreviated New Drug Applications (ANDA), FDA reviewers often analyze safety studies and perform various kinds of simulations. A growing, vibrant group of statisticians in the Office of Biostatistics, CDER/FDA has adopted R for both their routine tasks and to address numerous scientific questions that are received in the form of internal consults. During the past 5 years, we have used R to run power simulations; generate the distribution of certain statistics of interest; assess the similarity of and cluster amino-acid sequences as well as, derive the distribution of the molecular weight of such sequences of a certain length; and determine the validity of data sets categorized for genotoxicity. R-package SABE was developed to accompany a new statistical test, used to assess BE of topical dermatological products when data for evaluation come from the In-Vitro Permeation Test (IVPT) [1]. BE tests consider comparisons between a Test (usually generic) and a Reference (RLD) product under a replicate study design. A function that assesses BE of a Test and a Reference formulation uses a mixed scaled criterion for the PK metrics AUC (Area Under the Curve) and Cmax (maximum concentration)."
"rinpharma_72","2019 Conference","Talk","2019","2019-08-21","Leigh Alexander","SomaLogic","How to win friends and influence people: Efficiency, Reproducibility, and Scalability with R Project templates and parameterized R Markdown","","","Our bioinformatics team is relied upon to quickly generate information to drive business decisions, allocate resources, and develop predictive models. As such, we constantly strive to streamline our work and create efficiencies when possible. To this end, we have developed a set of tools utilizing R packages, project templates, and parameterized R Markdown reports that enables a semi-automated, standardized modeling work flow. These tools have largely increased our output in generating informative metrics, improved our ability to reproduce our results, and empowered us to scale our team in a way that supports our company goals."
"rinpharma_73","2019 Conference","Talk","2019","2019-08-21","Keaven Anderson","Merck","Teaching an old dog new tricks: modernizing gsDesign","https://github.com/rinpharma/rinpharma2019program/tree/master/talks_folder/2019-Anderson-Modernizing_gsDesign.pptx","","The gsDesign package for group sequential design is widely used with >30k downloads. The package was originally written in 2007 with substantial documentation and Runit testing created before 2010. A Shiny interface was created to make the package more approachable in about 2015. Recent efforts have focused on updating package to use Roxygen2, pkgdown, covr/covrpage and testthat as well as changing vignettes from Sweave to R Markdown. The learning curve for this modernization will be discussed as well as usage in a regulated environment."
"rinpharma_75","2019 Conference","Talk","2019","2019-08-21","Mirjam Trame","Novartis","nlmixr: an R package for population PKPD modeling","https://github.com/rinpharma/rinpharma2019program/tree/master/talks_folder/2019-Trame-nlmixr.pdf","","nlmixr is a free and open source R package for fitting nonlinear pharmacokinetic (PK), pharmacodynamic (PD), joint PK/PD and quantitative systems pharmacology (QSP) mixed-effects models. Currently, nlmixr is capable of fitting both traditional compartmental PK models as well as more complex models implemented using ordinary differential equations (ODEs). It is under intensive development and has succeeded in attracting extensive attention and a willingness to make contributions from the pharmaceutical modeling community. We believe that, over time, it will become a capable, credible alternative to commercial software tools, such as NONMEM, Monolix, and Phoenix NLME."
"rinpharma_76","2019 Conference","Talk","2019","2019-08-21","Eric Nantz","Eli Lilly","Creating and reviving Shiny apps with golem","https://rpodcast.gitlab.io/golem_rpharma2019/#1","","Developing Shiny applications that meet design goals, easily deploy to multiple platforms, and contain easily maintainable components (all while adhering to best practices) is typically a difficult endeavor. Until recently, there has not been a tool addressing the optimal development workflow and construction of Shiny apps. The {golem} package by Think-R offers an opinionated framework for creating a Shiny app as a package, with {usethis}-like functionality to add a diverse set of capabilities. In this presentation, I will share how {golem} enables a robust standard for Shiny development and how it magically brought a dormant application back to life."
"rinpharma_77","2019 Conference","Talk","2019","2019-08-21","Alison Margolskee","Novartis","Exploratory Graphics (xGx): Promoting the purposeful exploration of PKPD data","","","Introduction As pharmacometricians, we sometimes jump into complex modeling before thoroughly exploring our data. This can happen due to tight timelines, lack of ready-to-use graphic tools or enthusiasm for complex models. Exploratory plots can help to uncover useful insights in the data and identify aspects to be explored further through modeling or in future studies. Exploratory plots can even quickly answer questions without the need of a complex model, improving our efficiency and providing timely impact on project strategy. The Exploratory Graphics (xGx) tool is an open-source R-based tool, freely available on GitHub [1]. Intuitively organized by datatype and driven by analysis questions, the tool aims to encourage a question-based approach to data exploration focusing on the key questions relevant to dose-exposure-response analyses. Objectives - Facilitate the purposeful exploration of PKPD data - Encourage a question-based approach to data exploration, focusing on dose-exposure-response relationships - Provide a teaching tool for people new to PKPD analysis Methods PK (single and multiple ascending dose), and PD (continuous, time-to-event, categorical, count, and ordinal) data were simulated and formatted according to a typical PKPD modeling dataset format. Lists of key questions relevant to dose-exposure-response exploration were compiled, and exploratory plots were generated to answer each question. The graphs were created following good graphics principles to ensure quality and consistency in our graphical communications [2]. Results Examples of the key analysis questions include - Provide an overview of the data - What type of data is it (e.g. continuous, binary, categorical)? - How many doses? - What is the range of doses explored? - For PK data, how many potential compartments are observed? - Is the exposure dose-proportional? - Is there evidence of nonlinearity in clearance? - Assess the variability - How large is the between subject variability compared to between dose separation? - Can any of the between subject variability be attributed to any covariates? - Are there any patterns in the within subject variability (e.g. circadian rhythms, seasonal effects, food effects, underlying disease progression)? - Assess the dose/exposure-response relationship - Is there evidence of a correlation between dose/exposure and response? - Is the relationship positive or negative? - Is there a plateau or maximal effect in the observed dose/exposure range? - Is there evidence of a delay between exposure and response? For each datatype in the simulated dataset, plots were generated to answer these key questions. The plots along with the codes to produce them were compiled into a user friendly interface. The tool is intuitively organized by datatype and driven by the analysis questions. Since the graphs were generated based on a typical modeling dataset format and hosted online, they can be easily accessed and applied to new projects. Conclusion Exploratory plots were generated, built around typical key questions particularly relevant to dose-exposure-response exploration and compiled into a user friendly interface. The Exploratory Graphics (xGx) tool can help underscore the role of purposeful data exploration for quantitative scientists. Through a question-based approach, xGx helps uncover useful insights that can be revealed without complex modeling and identify aspects of the data that may be explored further. References [1] Margolskee, A., Khanshan, F., Stein, A., Ho, Y., and Looby, M. (2019) Exploratory Graphics (xGx). Pharmacometrics, Novartis Institutes for Biomedical Research, Cambridge. (Available from https//opensource.nibr.com/xgx/) [2] Margolskee, A., Baillie, M., Magnusson, B., Jones, J. and Vandemeulebroecke, M. (2018) Graphics principles cheat sheet. Biostatistical Sciences and Pharmacometrics, Novartis Institutes for Biomedical Research, Cambridge. (Available from https//graphicsprinciples.github.io/)"
"rinpharma_78","2019 Conference","Talk","2019","2019-08-21","Kevin Snyder","FDA","Interactive Visualization of Standardized CDISC-SEND-Formatted Toxicology Study Data Using R Shiny","https://github.com/rinpharma/rinpharma2019program/tree/master/talks_folder/2019-Snyder-Visualization_of_SEND_Toxicity_Study.pptx","","The standardization of nonclinical study data by the Clinical Data Interchange Standards Consortium (CDISC) via the Standard for Exchange of Nonclinical Data (SEND) has created an opportunity for the collaborative development and use of open source software solutions to analyze and visualize toxicology study data. Shiny is an open source R package that facilitates the development of user-friendly, web-based applications. The Pharmaceutical Users Software Exchange (PhUSE) consortium has provided a platform for stakeholders throughout the pharmaceutical industry to collaboratively build and share tools, e.g. R Shiny applications, to enhance the effectiveness and efficiency of drug development. The modeling of standard repeat-dose toxicology study endpoints, e.g. body weights, clinical signs, clinical pathology, histopathology, toxicokinetics, etc., in SEND has created new opportunities for dynamic, interactive visualization of study data above and beyond the static tables and figures typically included in static study reports. For example, clinical pathology data from nonclinical toxicology studies can be difficult to digest when presented as group means in data tables, due to the large number of potentially correlated analytes collected across treatment groups, sexes, and potentially multiple timepoints. An R Shiny application has been developed to allow end users to comprehensively examine these datasets, using a variety of analytical and visualization methods, with relative ease. The application is publicly hosted on shinyapps.io, and the source code can be found on the PhUSE GitHub website."
"rinpharma_79","2019 Conference","Talk","2019","2019-08-21","Paulo Bargo","Janssen","Using RStudio.Cloud to advance R proficiency: a crowdsourcing training experience","https://github.com/rinpharma/rinpharma2019program/tree/master/talks_folder/2019-Bargo-Using_RStudio_Cloud_to_advance_R_proficiency.pdf","","As the Pharmaceutical sector boosts its interactions with regulatory agencies using R programming as one key instrument for drug development submissions, we face a dilemma that several members of statistics and statistical programming teams are not currently advanced R programmers. For many years SAS has been a powerful tool in the data analysis repertoire of pharma statisticians however the recent development of automation capabilities such as RMarkdown and R/Shiny have created a new venue to expedite access to consumable information in the form of reports, presentations or interactive graphics that can be produced efficiently and in standard format for all phases of a drug development or submission process. At Janssen we aim to improve the literacy in R programming and achieve nearly 100% adhesion by statistics and statistical programming teams in the coming 2-3 years. To achieve this goal, we are leveraging all types of training formats, from online training, to in-house instructor led seminar, to one-on-one mentoring. One of the key methods we have been developing is the use of RStudio.Cloud as a platform for internal crowd-led hands-on workshops where statisticians/programmers are ""thought"" to solve on-the-job real problems ranging from visualization to automated reports. In this presentation we will discuss our experience creating this program and share lessons learned, mistakes and successes."
"rinpharma_81","2019 Conference","Talk","2019","2019-08-21","Adrian Waddell","Roche / Genentech","Updates on Analyzing Clinical Trials Data with R","","","At R in Pharma 2018, I gave a workshop and a presentation on analyzing clinical trials data with R. Since then much has happened at Roche/Genentech with regard to analyzing clinical trials data with R our R-based projects got funded in order to extend our R tools and make them production ready. Since then we have created an R developer team that uses the SCRUM framework to work on our R tools. We also have subject-matter expert teams that translate the business knowledge into documentation and R code. Much effort has gone into setting up a CI/CD environment and defining a GitHub workflow that enabled our teams to collaborate efficiently and to keep the code quality high. In this presentation, I will first introduce the team structures, workflows, CI/CD environment and give some updates on the software development side. Finally, I will conclude with a brief update on our discussions around open sourcing and collaboration within the pharma industry and use this opportunity to start a conversation with the audience."
"rinpharma_82","2019 Conference","Talk","2019","2019-08-21","Nina Qi","Roche / Genentech","R Packages for Analyzing Clinical Trials Data with R Focusing on Safety And Early Efficacy","","","The R shiny-based nest framework (previously named teal) has been proven valuable in exploratory settings and supporting strategic decision meetings. To allow more clinical studies to be able to adopt this agile framework in a wider range, we've developed a R package osprey and its accompanying R-shiny modules package teal.osprey, for the summarization, analysis and visualization of safety and early efficacy data. At its current development stage, the packages provide standard safety tables and several plots, covering adverse events, disposition, tumor burden, response data and a few other domains. The packages inherited the code reproducibility and interactive dynamic filtering functionality, allowing seamless integration with the previously-existing modules in the nest framework."
"rinpharma_83","2019 Conference","Talk","2019","2019-08-21","Devin Pastoor","Metrum Research Group","Package management","","",""
"rinpharma_84","2019 Conference","Talk","2019","2019-08-21","Mark Rothe","Sanofi","Shinytized R Markdown: A Potent OTC Alternative to 1,3,7-Trimethylxanthine & Currently Indicated for NDA Document Generation, Among Others","https://github.com/rinpharma/rinpharma2019program/tree/master/talks_folder/2019-Rothe-Shinytized_R_Markdown.pdf","","Providing a Study Data Reviewer's Guide for Clinical Data to accompany the SDTM datasets, define.xml, and annotated CRF in a submission gives additional information to help the FDA review team. The guide is traditionally authored using MS Word - a 100% manual and labor intensive process with its inherent shortcomings often exposed and aggravated during the usually frenzied sponsor submission process. R offers a more efficient solution with greater reproducibility Programmatic document generation facilitated by Shiny and R Markdown. Shiny not only manages R Markdown knitting but gives the sponsor staff, who oftentimes are unfamiliar with R, the ability to quickly leverage R with just a crash course in Markdown. An example of applying Shiny and R Markdown to generate the Study Data Reviewer's Guide for Clinical Data will be presented."
"rinpharma_85","2019 Conference","Talk","2019","2019-08-21","Rena Yang","Roche / Genentech","Collaborating at scale: managing an enterprise analytical computing ecosystem","https://github.com/rinpharma/rinpharma2019program/tree/master/talks_folder/2019-Yang-Collaborating_at_Scale.pdf","","In a large organization, collaboration faces many obstacles. Groups may inadvertently reinvent functionality and expend redundant effort. Siloing may impede aggregation and comparison of results. Analysts may not be aware of potential collaborators. However, a shared computational analysis environment, supported by centrally developed infrastructure and well-defined policies, enables discoverability, facilitates reuse, promotes communication between analysts, and improves comparability of results. We will present how we are pursuing this vision at Genentech."
"rinpharma_86","2019 Conference","Talk","2019","2019-08-21","Ning Leng","Roche / Genentech","Embrace R in Pharma - building internal R community and establishing fit-for-purpose R pilots","https://github.com/rinpharma/rinpharma2019program/tree/master/talks_folder/2019-Leng-Embrace_R_in_Pharma.pdf","","R is the dominant language in modern quantitative science, however it is still not widely used in pharma industry. In this talk I will share learnings in building an internal R user community in a large global organization, via efforts including cataloging existing works, coordinating R adoption pilots and trainings, etc. In addition, I will share our experiences and challenges in building a streamlined workflow with an automated writing component to enhance efficiency and reproducibility in a recent health authority interaction, towarding our mission of bringing therapies to patients faster."
"rinpharma_87","2019 Conference","Talk","2019","2019-08-21","Doug Kelkhoff","Roche / Genentech","Re-envisioning Clinical Content Delivery in the Open Source World","https://github.com/rinpharma/rinpharma2019program/tree/master/talks_folder/2019-Kelkhoff-Reenvisioning_Clinical_Content_Delivery_in_the_Open_Source_World.pdf","","Content delivery in preparation for filing a clinical study report requires robust tooling for quickly and reproducibly compiling analysis of study data. Traditionally, this reproducibility has stemmed from one-time, rigorous validation of a development environment and analytic workflow. More recently, this paradigm has shifted to match modern software development principles, transitioning toward continuous monitoring of software validation and quality. I'll share our developing perspectives on validation and reproducibility, driven by a need to leverage open source tools. This vision leans on open source software such as R and its package ecosystems, publicly maintained containerized environments like the rocker project and cross-industry risk assessment via the R Validation Hub. By treating analysis as a software process in the content pipeline transforming raw data into analytic results, we can take advantage of the continuous deployment workflows prevalent in the software development world to shorten our filing timelines, while simultaneously delivery a more reproducible product to our health authority partners."
"rinpharma_88","2019 Conference","Talk","2019","2019-08-21","Vivian Zhuang","FDA","The use of R for improved reproducibility of biomarker detection in liquid biopsies","","","Research reproducibility has been heatedly discussed in recent years. Some authors have pointed out that a large portion of published research findings is incorrect and/or irreproducible. Some state that the medical literature is as reliable as expected. Despite the true state of the research literature, we can agree that reproducibility is of greatest importance to biomarker detection, including in the context of drug discovery and development. Research reproducibility may become a challenge in the current research community, because of the interdisciplinary nature of modern studies and latent gaps between the advancement of technology and the ability to analyze the resulting data. In this presentation, we will describe the reproducibility challenges of biomarker detection in liquid biopsies, which hold prevalent promises in disease diagnosis, treatment, and prevention. Our study shows that proper development and use of R packages can give a significant contribution to reproducible, high-quality, and cutting-edge research in nucleic acid biomarker detection, such as detection of novel circulating microRNA biomarkers."
"rinpharma_90","2019 Conference","Keynote","2019","2019-08-21","Marianna Foos","Bluebird Bio","Breaking the Speed Limit: How R Gets Faster","","",""
"rinpharma_91","2019 Conference","Talk","2019","2019-08-21","Jeannine Fisher","Metrum Research Group","Leveraging multiple R tools to make effective pediatric dosing decisions","https://github.com/rinpharma/rinpharma2019program/tree/master/talks_folder/2019-Fisher-Pediatric_Dosing_Decisions.pdf","","R Shiny apps allow for dynamic, interactive, real-time integration of knowledge within a drug-development program to support decision making. Here, an R Shiny app was used to explore the pharmacokinetic and pharmacodynamic effects of different dosing regimens of the anti IL-17 human mAb CosentyxÂ® (secukinumab) in pediatric patients. Secukinumab has been studied and approved to treat psoriasis in adult patients. Models which describe the dose-exposure-response relationships in adults (Lee et al., Clin Pharmacol Ther, 2019 and FDA, Medical Reviews BLA 125504, 2015) were used in the mrgsolve simulation package to explore these relationships in pediatric patients. The prior adult knowledge, used in conjunction with the computational infrastructure leveraged through R, the Shiny app, mrgsolve, and Rcpp, allows researchers to explore various dosing regimens in a difficult-to-study patient population. The tools and approaches described here have been routinely used to support regulatory interactions (ex. PIP) involving pediatric dosing."
"rinpharma_92","2019 Conference","Talk","2019","2019-08-21","David Cooper","Glaxosmithkline","Using Machine Learning and Interactive Graphics to Find New Cancer Targets","https://github.com/rinpharma/rinpharma2019program/tree/master/talks_folder/2019-Cooper-Using_ML_and_Interactive_Graphics_to_Find_New_Cancer_Targets.pptx","","GlaxoSmithKline is searching for new oncology drug targets. We have CRISPR knockout data for many cancer cell lines and many genes. For these same cell lines, we also have genomic data --somatic mutations, copy number variants, and gene expression. We use machine learning (random forests) to find predictive relationships between genomic features and cell line growth under knockout. Then we use GLASSES, a shiny app, to share the results with biologists. GLASSES lets scientists interactively explore key relationships and discover novel cancer vulnerabilities."
"rinpharma_93","2019 Conference","Talk","2019","2019-08-21","Will Landau","Eli Lilly","Machine learning workflow management with drake","https://github.com/rinpharma/rinpharma2019program/tree/master/talks_folder/2019-Landau-Machine_Learning_Workflow_Management_in_R.pdf","","Machine learning workflows can be difficult to manage. A single round of computation can take several hours to complete, and routine updates to the code and data tend to invalidate hard-earned results. You can enhance the maintainability, hygiene, speed, scale, and reproducibility of such projects with the drake R package. drake resolves the dependency structure of your analysis pipeline, skips tasks that are already up to date, executes the rest with optional distributed computing, and organizes the output so you rarely have to think about data files. This talk demonstrates a deep learning project with drake-powered automation."
"rinpharma_94","2019 Conference","Talk","2019","2019-08-21","David James","Novartis","An R package for Data Science and Deep Visualization of a complex clinical database","","","We define and illustrate a ""deep visualization"" paradigm for the analysis of a relatively large and complex clinical database for psoriasis (PSO) and psoriatic arthritis (PsA). This paradigm supports a growing number of machine learning and exploratory analyses, and it provides a framework for Shiny applications and dashboards used to communicate results with internal and external clinicians. Our R platform implements a ""whole-patient"" data view including omics, imaging, and hundreds of anatomical assessments (scores) on multiple tissues, such as skin, joints, bones, entheses, etc. The package makes extensive use of anatomical metadata objects implemented as reference classes (Chambers, 2016), both for computing over anatomical structures and for visualizing disease state both at specific anatomical locations and at the patient-level. We present examples including visualization of bone and joint structural damage assessment scores, clustering of patients according to their disease trajectories, and association of pain to clinical endpoints over time."
"rinpharma_100","2019 Conference","Keynote","2019","2019-08-22","Aedin Culhane","Dana-Farber","Multi-modal data integration","https://github.com/rinpharma/2019_presentations/blob/master/talks_folder/2019-Culhane-Multi_Modal_Data_Integration.pdf","",""
"rinpharma_101","2019 Conference","Talk","2019","2019-08-22","Chase Clark","University of Illinois","Your Missing Step in Reproducible R Programming: Continuous Deployment","https://github.com/rinpharma/rinpharma2019program/tree/master/talks_folder/2019-Clark-Continuous_Deployment.pdf","","The past few years have shown vast improvements in workflows for reproducible and distributable research within the R ecosystem. At satRday Chicago everyone in the audience said they used R Markdown, however only one person raised their hand when asked if they could associate their reports back to the code version that generated it. Since continuous integration is quickly becoming commonplace in the R community, continuous deployment (CD) is a logical and easy step to add to your workflow to enhance reproducibility. I will demo associating R Markdown to the code version that produced it and automating the build and release of both executable and cloud-based Shiny apps. Finally, an announcement of the electricShine package for creating Electron based Shiny apps will highlight the power of using CD with production-level Shiny apps."
"rinpharma_102","2019 Conference","Talk","2019","2019-08-22","Volha Tryputsen","Janssen","From playing in the backyard to designing one: Shiny transforms study designs, data analyses and statistical thinking of oncology in vivo group at Janssen","https://github.com/rinpharma/rinpharma2019program/tree/master/talks_folder/2019-Tryputsen-From_Playing_in_the_Backyard_to_Designing_One.pdf","","In vivo studies are crucial to the discovery and development of novel drugs and are conducted for proof-of-concept validation, FDA applications and to support clinical trials. Appropriate study design, data analyses and interpretation are essential in providing the knowledge about the drug efficacy and safety within a living organism. With drug discovery science moving forward at an ever-accelerating rate data analyses software are not always capable to offer appropriate toolset for data analyses. In the absence of a proper tool, oncology in vivo scientists at Janssen R&D needed comprehensive analysis platform to conduct appropriate and efficient analyses of in vivo data to insure quality and speed of decision-making. INVIVOLDA shiny application was developed to fulfill the gap. INVIVOLDA offers interactive and animated graphics for data explorations and powerful linear mixed effect modeling framework for longitudinal data analysis. With implemented decision trees and statistical report generation it streamlines statistical analyses of in vivo longitudinal data. INVIVOLDA success lead to more requests for Shiny applications for analyses and design of experiments in oncology in vivo group. Multiple statistical trainings were subsequently conducted to educate biologists on statistical methods implemented in Shiny applications. Once completed, comprehensive framework of Shiny apps will enhance statistical knowledge and thinking, transform the way experiments are designed and analyzed and ensure traceable and reproducible research and efficient decision making in oncology in vivo group at Janssen."
